Moluques,Maluku,Indon%C3%A9sie,Mer_d%27Halmahera,Mer_des_Moluques,Mer_de_C%C3%A9ram,Mer_de_Banda,Oc%C3%A9an_Pacifique,Mer_d%27Arafura,Oc%C3%A9an_Indien,Halmahera,C%C3%A9ram,Buru,Yamdena,Wetar,Gunung_Binaiya,C%C3%A9ram,Province_d%27Indon%C3%A9sie,Moluques_(province),Moluques_du_Nord,Ambon_(Indon%C3%A9sie),Pr%C3%A9histoire,UTC%2B9,Indon%C3%A9sie,Indon%C3%A9sien,Archipel,Indon%C3%A9sie,%C3%89pice,Nusantara_(archipel),Compagnie_n%C3%A9erlandaise_des_Indes_orientales,Indes_orientales_n%C3%A9erlandaises,Pays-Bas,G%C3%A9ographie_de_l%27Indon%C3%A9sie,%C3%89quateur_terrestre,Sumatra,Born%C3%A9o,C%C3%A9l%C3%A8bes,Nouvelle-Guin%C3%A9e,Jakarta,Timor,Java_(%C3%AEle),Bali,Lombok,Petites_%C3%AEles_de_la_Sonde,Timor,%C3%8Eles_Babar,Yamdena,Mer_des_Moluques,Mer_de_Banda,Mer_de_Halmahera,Mer_de_C%C3%A9ram,R%C3%A9publique_d%27Indon%C3%A9sie,Malaisie,Brunei,Papouasie-Nouvelle-Guin%C3%A9e,Timor_oriental,Moluques_(province),Ambon_(Indon%C3%A9sie),Moluques_du_Nord,Sofifi,Halmahera,Halmahera,Morotai,Ternate_(Indon%C3%A9sie),Tidore,Makian,Bacan,%C3%8Eles_Sula,Taliabu_(Indon%C3%A9sie),Mangole,Sanana,%C3%8Eles_Obi,%C3%8Eles_Obi,%C3%8Eles_Banda,Mer_de_Banda,Seram,Buru,Ambon_(Indon%C3%A9sie),Haruku,Saparua,Petites_%C3%AEles_de_la_Sonde,Timor,%C3%8Eles_Barat_Daya,Wetar,%C3%8Eles_Leti,%C3%8Eles_Babar,Masela,%C3%8Eles_Tanimbar,Tanimbar,%C3%8Eles_Kei,%C3%8Eles_Aru,%C3%8Ele,Trangan,Kobroor,Tanahbesar,Indon%C3%A9sien,Arabes,Ant%C3%B3nio_Galv%C3%A3o,Ambon_(Indon%C3%A9sie),C%C3%A9ram,Nagarakertagama,Hayam_Wuruk,Majapahit,Java_(%C3%AEle),Gresik,Ternate_(Indon%C3%A9sie),Royaume_de_Demak,Goa,Afonso_de_Albuquerque,Malacca_(ville),Bacan,Halmahera,Ternate_(Indon%C3%A9sie),Sultanat_de_Tidore,Sulawesi,P%C3%A9ninsule_de_Doberai,Nouvelle-Guin%C3%A9e_occidentale,Sultanat_de_Ternate,Tidore,Fernand_de_Magellan,Charles_Quint,Trait%C3%A9_de_Tordesillas,S%C3%A9ville,D%C3%A9troit_de_Magellan,Philippines,Juan_Sebasti%C3%A1n_Elcano,Isthme_de_Panama,Nouvelle-Espagne,Mexique,%C3%81lvaro_de_Saavedra,Hern%C3%A1n_Cort%C3%A9s,Clou_de_girofle,Trait%C3%A9_de_Saragosse,Fran%C3%A7ois_Xavier,Compagnie_de_J%C3%A9sus,Ignace_de_Loyola,Morotai,Catholicisme_en_Indon%C3%A9sie,Ordre_des_Pr%C3%AAcheurs,%C3%8Eles_Solor,Willem_Blaeu,Jacques-Nicolas_Bellin,Provinces-Unies,Pays-Bas_espagnols,Compagnie_n%C3%A9erlandaise_des_Indes_orientales,Guerre_de_Quatre-Vingts_Ans,1605,Jan_Pieterszoon_Coen,Jayakarta,Banten_(ville),Jakarta,Clou_de_girofle,Poivre,Noix_de_muscade,Royaume_de_Gowa,R%C3%A9publique_batave,Indes_orientales_n%C3%A9erlandaises,Makassar_(ville),Sulawesi_du_Sud,Ambon_(Indon%C3%A9sie),R%C3%A9publique_des_Moluques_du_Sud,Soeharto,Sulawesi,Malino_(Indon%C3%A9sie),Moluquois,Malais_(peuple),Papous,Bugis,C%C3%A9l%C3%A8bes,Javanais_(peuple),Compagnie_n%C3%A9erlandaise_des_Indes_orientales,Harki,Malayo-polyn%C3%A9sien_central-oriental,Langues_malayo-polyn%C3%A9siennes,Langues_austron%C3%A9siennes,Malais_(langue),Ambon_(Indon%C3%A9sie),Papou_occidental,Langues_papoues,Halmahera,Ternate_(Moluques),Tidore,Islam,Protestantisme,C%C3%A9l%C3%A8bes,Buton,Bugis,Makassar_(ville),Soeharto,Crabe,Limule,Crustac%C3%A9,Moluquois,Cambridge_University_Press,Liste_des_pays_du_monde,Liste_des_d%C3%A9pendances_et_territoires_%C3%A0_souverainet%C3%A9_sp%C3%A9ciale,Oc%C3%A9anie,Australasie,%C3%8Eles_Ashmore-et-Cartier,Australie,%C3%8Ele_Christmas_(Australie),%C3%8Eles_Cocos,%C3%8Eles_de_la_mer_de_Corail,%C3%8Ele_Norfolk,Nouvelle-Z%C3%A9lande,M%C3%A9lan%C3%A9sie,Fidji,Indon%C3%A9sie,Nouvelle-Guin%C3%A9e_occidentale,Nouvelle-Cal%C3%A9donie,Papouasie-Nouvelle-Guin%C3%A9e,R%C3%A9gion_autonome_de_Bougainville,%C3%8Eles_Salomon,Vanuatu,Micron%C3%A9sie_(r%C3%A9gion),Guam,Kiribati,%C3%8Eles_Mariannes_du_Nord,%C3%8Eles_Marshall,%C3%89tats_f%C3%A9d%C3%A9r%C3%A9s_de_Micron%C3%A9sie,Nauru,Ogasawara_(Tokyo),Palaos,Wake_(atoll),Polyn%C3%A9sie,Archipel_Juan_Fern%C3%A1ndez,%C3%8Eles_Cook,%C3%8Eles_Desventuradas,Hawa%C3%AF,%C3%8Eles_mineures_%C3%A9loign%C3%A9es_des_%C3%89tats-Unis,Niue,%C3%8Ele_de_P%C3%A2ques,%C3%8Eles_Pitcairn,%C3%8Ele_Sala_y_G%C3%B3mez,Polyn%C3%A9sie_fran%C3%A7aise,Samoa,Samoa_am%C3%A9ricaines,Tokelau,Tonga,Tuvalu,Wallis-et-Futuna
Maluku,Nom_propre,Moluques,Indon%C3%A9sien,Maluku_(Kinshasa),Kinshasa,R%C3%A9publique_d%C3%A9mocratique_du_Congo,Congo-Brazzaville,Fleuve_Congo
